DeptCode,Year,Month,AccountCode,SaveOption,Amount,UpdateTime,UpdateUser
R12_04_LTN,2013,5,1__1_3__3_6__1_3_,receive,40000,21:17.5,D_DNS
R12_04_LTN,2015,1,1__1_3__3_6__3_9_,receive,40000,38:28.3,D_DNS
R12_04_LTN,2014,10,33_Y__w3__w5,expense,40000,26:19.7,D_DNS
R12_04_LTN,2014,3,33_Y__w3__w1___?_,expense,40000,24:56.8,D_DNS
R12_04_LTN,2014,6,1__1_3__3_6__1_3_,receive,40000,15:51.9,D_DNS
R12_04_LTN,2015,5,33_Y__w3__w8,expense,39050,47:16.0,D_SSM
R12_04_LTN,2014,5,33_Y__w3__w8,expense,33950,15:32.3,D_DNS
R12_04_LTN,2015,3,33_Y__w3__w8,expense,33250,32:10.3,D_DNS
R12_04_LTN,2015,4,33_Y__w3__w1___?_,expense,33132,46:47.4,D_SSM
R12_04_LTN,2013,7,33_Y__w3__w8,expense,33130,27:57.6,D_DNS
R12_04_LTN,2015,5,33_Y__w3__w5,expense,33000,47:16.0,D_SSM
R12_04_LTN,2016,6,33_Y__w3__w8,expense,32450,26:23.7,D_MMA
R12_04_LTN,2016,8,33_Y__w3__w5,expense,31500,43:35.4,D_MMA
R12_04_LTN,2015,9,33_Y__w3__w1___?_,expense,31400,18:41.2,D_SSM
R12_04_LTN,2016,3,33_Y__w3__w1_d_,expense,30822.66,04:04.2,D_SSM
R12_04_LTN,2017,2,33_Y__w3__w1_d_,expense,30661.79,04:47.0,D_MMA
R12_04_LTN,2015,3,33_Y__w3__w1_d_,expense,30179.16,32:10.3,D_DNS
R12_04_LTN,2014,3,33_Y__w3__w1_d_,expense,30179.16,24:56.8,D_DNS
R12_04_LTN,2014,8,33_Y__w3__w5,expense,30000,25:22.8,D_DNS
R12_04_LTN,2013,8,1__1_3__3_6__3_6_,receive,30000,31:53.2,D_DNS
R12_04_LTN,2013,5,1__1_3__3_6__3_4_,receive,30000,21:17.5,D_DNS
R12_04_LTN,2016,10,33_Y__w3__w5,expense,29000,59:46.8,D_MMA
R12_04_LTN,2014,6,33_Y__w3__w8,expense,28600,15:51.9,D_DNS
R12_04_LTN,2015,11,33_Y__w3__w8,expense,28500,26:49.5,D_SSM
R12_04_LTN,2013,6,33_Y__w3__w5,expense,28000,26:40.2,D_DNS
R12_04_LTN,2014,12,33_Y__w3__w5,expense,27000,01:22.6,D_DNS
R12_04_LTN,2015,3,1__1_3__3_6__3_1_,receive,26940,32:10.3,D_DNS
R12_04_LTN,2014,12,33_Y__w3__w8,expense,26600,01:22.6,D_DNS
R12_04_LTN,2015,7,33_Y__w3__w8,expense,25650,13:51.7,D_SSM
R12_04_LTN,2017,6,33_Y__w3__w8,expense,25600,54:05.4,D_EKTW
R12_04_LTN,2017,1,33_Y__w3__w8,expense,25550,24:56.2,D_MMA
R12_04_LTN,2014,12,33_Y__w3__w1_c_,expense,25000,01:22.6,D_DNS
R12_04_LTN,2014,1,33_???_1__w3,receive,24900,14:04.3,D_DNS
R12_04_LTN,2014,10,33_Y__w3__w8,expense,24750,26:19.7,D_DNS
R12_04_LTN,2015,9,2__2_1__1_5__1_7_,receive,24642,18:41.2,D_SSM
R12_04_LTN,2015,6,33_Y__w3__w8,expense,24450,11:07.3,D_SSM
R12_04_LTN,2013,4,2__2_1__1_4,receive,24113,21:01.7,D_DNS
R12_04_LTN,2013,8,33_Y__w3__w8,expense,23960,31:53.2,D_DNS
R12_04_LTN,2015,8,33_Y__w3__w8,expense,23900,18:09.1,D_SSM
R12_04_LTN,2016,12,33_Y__w3__w8,expense,23350,07:48.5,D_MMA
R12_04_LTN,2015,6,33_Y__w3__w7,expense,23326,11:07.3,D_SSM
R12_04_LTN,2014,12,33_Y__w3__w1___?_,expense,23258,01:22.6,D_DNS
R12_04_LTN,2016,5,33_Y__w3__w8,expense,23050,24:36.5,D_MMA
R12_04_LTN,2015,2,33_Y__w3__w5,expense,23000,08:47.9,D_DNS
R12_04_LTN,2015,2,1__1_3__3_6__3_6_,receive,23000,08:47.9,D_DNS
R12_04_LTN,2014,1,1__1_3__3_6__3_6_,receive,23000,14:04.3,D_DNS
R12_04_LTN,2014,10,2__2_1__1_3__3,receive,22875,26:19.7,D_DNS
R12_04_LTN,2014,9,33_Y__w3__w1___?_,expense,22600,07:55.5,D_DNS
R12_04_LTN,2016,3,33_Y__w3__w8,expense,21350,04:04.2,D_SSM
R12_04_LTN,2014,7,1__1_3__3_6__4,receive,21000,22:28.9,D_DNS
R12_04_LTN,2016,3,33_Y__w3__w1___?_,expense,20909,04:04.2,D_SSM
R12_04_LTN,2016,9,33_Y__w3__w1___?_,expense,20400,15:23.9,D_MMA
R12_04_LTN,2016,9,33_Y__w3__w1_c_,expense,20000,15:23.9,D_MMA
R12_04_LTN,2016,10,33_Y__w3__w1_c_,expense,20000,59:46.8,D_MMA
R12_04_LTN,2016,8,33_Y__w3__w1_c_,expense,20000,43:35.4,D_MMA
R12_04_LTN,2016,12,33_Y__w3__w1_c_,expense,20000,07:48.5,D_MMA
R12_04_LTN,2017,1,33_Y__w3__w1_c_,expense,20000,24:56.2,D_MMA
R12_04_LTN,2016,11,33_Y__w3__w1_c_,expense,20000,59:41.9,D_MMA
R12_04_LTN,2016,3,33_Y__w3__w1_c_,expense,20000,04:04.2,D_SSM
R12_04_LTN,2016,2,33_Y__w3__w1_c_,expense,20000,28:13.5,D_SSM
R12_04_LTN,2016,5,33_Y__w3__w1_c_,expense,20000,24:36.5,D_MMA
R12_04_LTN,2016,6,33_Y__w3__w1_c_,expense,20000,26:23.7,D_MMA
R12_04_LTN,2016,7,33_Y__w3__w1_c_,expense,20000,54:56.4,D_MMA
R12_04_LTN,2015,2,33_Y__w3__w1_c_,expense,20000,08:47.9,D_DNS
R12_04_LTN,2015,3,33_Y__w3__w4,expense,20000,32:10.3,D_DNS
R12_04_LTN,2015,3,33_Y__w3__w1_c_,expense,20000,32:10.3,D_DNS
R12_04_LTN,2015,4,33_Y__w3__w1_c_,expense,20000,46:47.4,D_SSM
R12_04_LTN,2015,6,33_Y__w3__w1_c_,expense,20000,11:07.3,D_SSM
R12_04_LTN,2015,7,33_Y__w3__w1_c_,expense,20000,13:51.7,D_SSM
R12_04_LTN,2015,5,33_Y__w3__w1_c_,expense,20000,47:16.0,D_SSM
R12_04_LTN,2015,8,33_Y__w3__w1_c_,expense,20000,18:09.1,D_SSM
R12_04_LTN,2015,9,33_Y__w3__w1_c_,expense,20000,18:41.2,D_SSM
R12_04_LTN,2015,11,33_Y__w3__w1_c_,expense,20000,26:49.5,D_SSM
R12_04_LTN,2015,10,33_Y__w3__w1_c_,expense,20000,24:30.7,D_SSM
R12_04_LTN,2015,12,33_Y__w3__w1_c_,expense,20000,27:18.2,D_SSM
R12_04_LTN,2016,1,33_Y__w3__w1_c_,expense,20000,27:44.3,D_SSM
R12_04_LTN,2014,8,33_Y__w3__w1_c_,expense,20000,25:22.8,D_DNS
R12_04_LTN,2014,4,33_Y__w3__w1_c_,expense,20000,15:12.3,D_DNS
R12_04_LTN,2014,6,33_Y__w3__w1_c_,expense,20000,15:51.9,D_DNS
R12_04_LTN,2014,5,33_Y__w3__w1_c_,expense,20000,15:32.3,D_DNS
R12_04_LTN,2014,9,33_Y__w3__w5,expense,20000,07:55.5,D_DNS
R12_04_LTN,2014,9,33_Y__w3__w1_c_,expense,20000,07:55.5,D_DNS
R12_04_LTN,2014,10,33_Y__w3__w1_c_,expense,20000,26:19.7,D_DNS
R12_04_LTN,2014,11,33_Y__w3__w1_c_,expense,20000,26:18.1,D_DNS
R12_04_LTN,2015,1,33_Y__w3__w1_c_,expense,20000,38:28.3,D_DNS
R12_04_LTN,2014,12,33_Y__w3__w4,expense,20000,01:22.6,D_DNS
R12_04_LTN,2013,12,33_Y__w3__w1_c_,expense,20000,35:15.5,D_DNS4
